School ID,School Name,Borough,Building Code,Street Address,City,State,Zip Code,Latitude,Longitude,Phone Number,Start Time,End Time,Student Enrollment,Percent White,Percent Black,Percent Hispanic,Percent Asian,Average Score (SAT Math),Average Score (SAT Reading),Average Score (SAT Writing),Percent Tested,language_classes,# of Language Classes,online_language_courses,# of online language courses,advancedplacement_courses,# of ap courses,online_ap_courses,# of online ap courses,extracurricular_activities,# of extracurriculars,psal_sports_boys,# of boys sports,psal_sports_girls,# of girls sports,psal_sports_coed,# of coed sports
02M419,Landmark High School,Manhattan,M440,351 West 18th Street,Manhattan,NY,10011,40.74289,-74.00213,212-647-7410,8:45 AM,3:20 PM,355,1.70%,24.20%,68.50%,3.70%,386,386,386,30.60%,Spanish,1,,0,,0,,0,"After-school Homework Help, Culinary Arts, Salsa, College Preparatory Workshops, Music, Visual Arts, Step Team, Student Council, Yearbook, Skateboarding, Chess, Dance, Fitness",13,"Baseball, Basketball, Indoor Track, Soccer, Volleyball",5,"Basketball, Indoor Track, Softball & JV Softball, Volleyball",4,,0
02M420,High School for Health Professions and Human Services,Manhattan,M475,345 East 15th Street,Manhattan,NY,10003,40.73249,-73.98305,212-780-9175,9:00 AM,3:45 PM,1664,7.30%,18.90%,50.90%,22.40%,452,445,430,86.90%,Spanish,1,,0,"Biology, Calculus AB, Chemistry, Comparative Government and Politics, English Literature and Composition, Physics B, Spanish Language and Culture, United States History, World History",9,,0,"After-school Tutoring, Art, Ballroom Dancing, Band, Big Brothers Big Sisters of NYC, Book, Cheerleading, Chess, Comprehensive Development Corporation (Naviance: Online College Tracking Tool), Computer, Creative Writing, Dance, Dancing Classrooms High School Rainbow Team Match Competition, Digital Photography, Festival of the Arts, Friends of Latin America (FOLA), Gay/Straight Alliance, Leadership Class, Multicultural Shows, National Honor Society, Nursing, Pace Liberty Partnership, Peer Tutoring, Poetry, Printmaking, REACH (Rewarding Achievement - Incentive program for Advanced Placement courses), Recipe Writing/Cooking, Rise to College, SAT Prep, School Newspaper, Science Research, Senior Class Government, Sponsors for Educational Opportunity (SEO) Scholars Program, Student Government, Teen Talk, Trips to Theater Productions, Model UN, Webmasters, Weight Training, Word Game, Yearbook",41,"Baseball, Basketball & JV Basketball, Handball, Soccer",4,"Basketball, Cross Country, Football, Handball, Indoor Track, Outdoor Track, Softball, Volleyball & JV Volleyball",8,Handball,1
02M422,Quest to Learn,Manhattan,M440,351 West 18th Street,Manhattan,NY,10011,40.74289,-74.00213,212-488-3645,9:00 AM,3:50 PM,564,24.20%,21.90%,41.50%,8.70%,,,,,Spanish,1,,0,"Biology, Calculus AB, English Literature and Composition",3,,0,"Creative Coding for Girls, Visual Arts, Yoga, Swimming, Dance, Drama, Music (drums, guitar), Internships, Media Arts, Tae Kwon Do, Peer Mediation, Q2L Ambassadors, Robotics, Student Government, Technology, Parkour, PSAL Sports, Citywide Math Olympiad, Gamestar Mechanic, Mindcraft, Playforce-Video Game Playtesting.",22,"Baseball, Basketball, Outdoor Track, Soccer, Swimming, Wrestling",6,"Basketball, Bowling, Softball, Volleyball & JV Volleyball, Wrestling",5,,0
02M425,Leadership and Public Service High School,Manhattan,M894,90 Trinity Place,Manhattan,NY,10006,40.70915,-74.01208,212-346-0007,8:30 AM,2:45 PM,699,4.40%,27.90%,61.90%,3.90%,390,396,392,54.90%,"French, Spanish",2,"Chinese, Classical Greek, Hebrew, Japanese, Latin, Russian",6,"Art History, Calculus AB, Comparative Government and Politics, English Language and Composition, English Literature and Composition, Spanish Literature and Culture, United States History, World History",8,"Biology, Chemistry, Environmental Science, European History, Macroeconomics, Microeconomics, Physics B",7,"Art Studio, Band, Book, Chess, Chronos History, Community Service, Debate Team, Earth Day, Film, Gay/Straight Alliance, Greenclub, Internships, Kaplan SAT Preparation, Leadership Dance Team, Mentorship, Model UN, Moot Court and Mock Trial Teams, Musical Theatre, National Honor Society, Participation in lower Manhattan activities, Percussion, Poetry Club, REACH Advanced Placement Program, Runners, School Newspaper, Student Government, Yearbook",27,"Basketball, Soccer, Swimming",3,"Basketball, Softball",2,"Bowling, Cross Country, Handball, Indoor Track",4
02M427,Manhattan Academy for Arts and Language,Manhattan,M620,111 East 33rd Street,Manhattan,NY,10016,40.74611,-73.98101,212-576-0502,9:00 AM,3:40 PM,334,1.50%,4.80%,91.30%,2.40%,350,334,321,46.10%,Spanish,1,,0,,0,,0,"Strings Program, Leadership, Student Government, Tutoring, Urban Arts Program: Photography, Documentary & Filmmaking",6,"Baseball, Basketball",2,"Basketball, Softball, Volleyball",3,,0
02M432,Murray Hill Academy,Manhattan,M620,111 East 33rd Street,Manhattan,NY,10016,40.74611,-73.98101,212-696-0195,8:00 AM,2:58 PM,,,,,,,,,,"American Sign Language, Spanish",2,"Chinese (Mandarin), French, German, Japanese, Latin, Spanish",6,,0,"Biology, English Language and Composition, Environmental Science, United States History, World History",5,"After-School Support and Enrichment for Students: Tutoring and Regents Preparation (STARS), Saturday Tutoring, BEATS Music and Poetry, Visual Arts, Community Service with Street Soldiers, Dance, Film, Green Team, Mentoring with various organizations, Year Book, MOUSE Squad/Tech Squad, National Honor Society, NYPD Youth Explorers, Peer Mediation Team, School Newspaper 'Paw Print', Student Government, Student Activities (COSA), GSA, Where's the Love (relationship building club), Gamers",20,"Baseball & JV Baseball, Basketball & JV Basketball, Bowling, Volleyball",4,"Basketball, Bowling, Softball, Volleyball",4,"Baseball, Basketball, Bowling, Volleyball",4
02M437,Hudson High School of Learning Technologies,Manhattan,M440,351 West 18th Street,Manhattan,NY,10011,40.74289,-74.00213,212-488-3330,8:45 AM,3:30 PM,483,3.30%,29.20%,59.40%,6.40%,378,407,388,71.80%,Spanish,1,"Chinese, English, French, German, Italian, Latin",6,,0,"Biology, Calculus AB, English Literature and Composition, United States History",4,"Art, Music, Dance, Photography, Knitting, Museum, Science, French, Comic Book, Daily Peer Tutoring, Student Government, MOUSE Squad",12,"Baseball & JV Baseball, Basketball & JV Basketball, JV Baseball, Soccer, Swimming, Tennis",6,"Basketball & JV Basketball, Tennis, Volleyball & JV Volleyball",3,Bowling,1
02M438,International High School at Union Square,Manhattan,M460,40 Irving Place,Manhattan,NY,10003,40.73552,-73.9876,212-533-2560,8:45 AM,3:05 PM,353,9.90%,14.20%,45.30%,30.60%,403,330,316,53.20%,,0,,0,,0,,0,"Before- and After-school Tutoring, Film, Student Government, Youth Service, Knitting, Dance, MOUSE Squad, School Magazine",8,"Baseball, Baseball & JV Baseball, Basketball, Soccer, Volleyball",5,"Basketball, Softball, Volleyball & JV Volleyball",3,Handball,1
02M439,Manhattan Village Academy,Manhattan,M873,43 West 22nd Street,Manhattan,NY,10010,40.74149,-73.99145,212-242-8752,8:00 AM,3:20 PM,415,7.20%,9.60%,67.20%,7.20%,522,479,510,98.80%,"Latin, Spanish",2,,0,"Biology, Calculus AB, English Literature and Composition, Psychology, United States History",5,,0,"Art, Book, Chess, Conflict Resolution and Mediation, Creative Writing and Journalism, Delta Club, Instrumental Music, Manhattan Village Academy (MVA) Spirit Week, Mole Day, Music Composition, Pi Day, Science Fair, Student Council, Tour Guide",14,,0,,0,,0
02M449,Vanguard High School,Manhattan,M480,317 East 67th Street,Manhattan,NY,10065,40.76545,-73.96021,212-517-5175,8:00 AM,3:00 PM,486,4.70%,27.40%,57.00%,7.60%,431,409,396,63.80%,Spanish,1,,0,Calculus AB,1,,0,"Student Voice Collaborative, City Explorers, Fit and Fly at New York Sports Club, Leadership, Athletic and Tutoring Programs at Vanderbilt YMCA, Radio Rootz, Tutoring in major subject areas, Vanguard Movement, Vanguard Student Government, WNYC Radio Rookies, Drama, Fashion",12,"Basketball, Soccer, Volleyball",3,"Basketball, Soccer, Volleyball",3,,0
02M459,Manhattan International High School,Manhattan,M480,317 East 67th Street,Manhattan,NY,10065,40.76545,-73.96021,212-517-6728,8:45 AM,3:05 PM,343,12.20%,16.60%,41.10%,29.40%,438,358,382,58.60%,,0,,0,"Calculus AB, United States History",2,,0,"Before- and After-school Tutoring, Computer, Dance, Digital Imaging, Editing, Guitar, Human Rights, Instrumental Music (lessons), Kaplan SAT Prep, Regents Prep, SAT Prep, School Newspaper, Stock Market, Student Government, Video Production, Yearbook",16,"Basketball, Soccer, Volleyball",3,"Basketball, Soccer, Volleyball",3,,0
02M475,Stuyvesant High School,Manhattan,M477,345 Chambers Street,Manhattan,NY,10282,40.71775,-74.01405,212-312-4800,8:00 AM,3:30 PM,3296,20.40%,0.80%,2.60%,73.40%,754,697,693,97.40%,"Chinese (Mandarin), French, German, Italian, Japanese, Latin, Spanish",7,,0,"Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, Comparative Government and Politics, English Language and Composition, English Literature and Composition, Environmental Science, European History, French Language and Culture, Human Geography, Italian Language and Culture, Japanese Language and Culture, Macroeconomics, Microeconomics, Music Theory, Physics B, Physics C: Electricity and Magnetism, Physics C: Mechanics, Psychology, Spanish Language and Culture, Spanish Literature and Culture, Statistics, United States Government and Politics, United States History, World History",27,,0,"Accelerated courses, Student Union, Yearly public performances (chamber music recitals, comedies, concerts, dramas, musicals, theater productions); more than 200 clubs and 30 publications",8,"Baseball & JV Baseball, Basketball & JV Basketball, Bowling, Cross Country, Fencing, Football & JV Football, Golf, Gymnastics, Handball, Indoor Track, Lacrosse, Outdoor Track, Soccer, Swimming, Tennis, Volleyball, Wrestling",17,"Basketball, Bowling, Cross Country, Fencing, Golf, Gymnastics, Handball, Indoor Track, Lacrosse, Outdoor Track, Soccer, Softball, Swimming, Tennis, Volleyball & JV Volleyball",15,Cricket,1
02M489,High School of Economics and Finance,Manhattan,M833,100 Trinity Place,Manhattan,NY,10006,40.70922,-74.01203,212-346-0708,8:30 AM,3:30 PM,796,7.20%,22.90%,47.10%,21.70%,469,442,447,66.80%,Spanish,1,French,1,"Biology, Calculus AB, English Language and Composition, English Literature and Composition, Environmental Science, Spanish Language and Culture, United States History",7,,0,"Art, Music, Arts & Dance Festival and Talent Show, Big Brothers Big Sisters, Career Day, Chess, Drama, Euro Challenge, Fashion Show, Fed Challenge, Gay/Straight Alliance, Literary Magazine, National Honor Society, SPARK Youth Leadership, Student Government, Tutoring, Yearbook, Young Professionals Mentoring Program (YPMP), Model UN, Global Glimpse, Islands of Tolerance, Community Service Interest Club, Theater Arts, Stock Market Game",24,"Basketball, Bowling, Cross Country, Handball",4,"Basketball, Bowling, Softball, Tennis",4,,0
02M500,Unity Center for Urban Technologies,Manhattan,M620,111 East 33rd Street,Manhattan,NY,10016,40.74611,-73.98101,212-576-0530,8:15 AM,4:00 PM,284,4.90%,27.50%,58.80%,6.00%,375,385,387,62.80%,"Spanish, Spanish Native Language Arts",2,,0,,0,,0,"After-school Tutorial Sessions, Chess, Film, Homework Help, Photography, Saturday Academy, Student Council, School newspaper, Robotics, Student Council, Sports and Arts School Foundation (SASF)",11,,0,,0,,0
02M507,Urban Assembly Gateway School for Technology,Manhattan,M625,439 West 49th Street,Manhattan,NY,10019,40.76336,-73.99051,212-246-1041,8:00 AM,3:30 PM,472,5.70%,30.30%,53.80%,7.80%,445,432,415,78.40%,Spanish,1,,0,"Art History, Calculus AB, English Language and Composition, Physics B, Spanish Language and Culture, Studio Art: 3-D Design, United States History",7,,0,"Individualized Peer and Teacher Tutoring, 3-D Modeling, Big Brothers Big Sisters (American Express), CoderDojo, Cooking, Drama, Film Production, Gamer Haven, Homework Help, Martial Arts, MMO 3.0 (Massive Multiplayer Online Games), Math, Media Crew, Men of Strength, Moth StorySlam, MOUSE Squad - Beginner and Advanced, Regents Preparation, Robotics, JROTC, Skateboarding with Stoke, Student Government, Technovation Challenge (App-Design for Girls), Yearbook",23,"Baseball, Basketball, Bowling, Handball, Outdoor Track",5,"Basketball, Bowling, Handball, Outdoor Track, Softball, Volleyball",6,,0
02M519,Talent Unlimited High School,Manhattan,M480,317 East 67th Street,Manhattan,NY,10065,40.76545,-73.96021,212-737-1530,8:10 AM,3:20 PM,506,20.40%,33.40%,39.90%,4.90%,485,498,496,89.30%,"Italian, Spanish",2,,0,"Biology, Chemistry, English Literature and Composition, United States History",4,Biology,1,"Arista, Career-based Internships, Chess, Citywide performances in Vocal Music, Community Service Outreach, Dance, Drama, Extended Day Tutoring, Film, Gospel Choir, Hip-Hop, Improv Comedy, Mentoring, Musical Theatre & Instrumental Music, SAT Prep, Saturday School, School Newspaper, Step Team, Student Government, Weight Room, Yearbook",21,"Basketball, Soccer, Volleyball",3,"Basketball, Soccer, Volleyball",3,,0
02M520,Murry Bergtraum High School for Business Careers,Manhattan,M520,411 Pearl Street,Manhattan,NY,10038,40.71068,-74.00081,212-964-9610,8:00 AM,3:00 PM,971,3.00%,46.10%,40.70%,8.90%,418,415,398,44.30%,"Chinese, Spanish",2,,0,"Art History, Biology, Calculus AB, English Language and Composition, English Literature and Composition, Spanish Language and Culture, United States History",7,,0,"Alumni Mentoring Program, Conflict Resolution, Explorers Post 521, Fresh Start Mentoring for 9th graders, Honor Society for Young Men of Color, Lincoln-Douglas Debate Team, Math Team, Mock Trial, Moot Court, National Honor Society, Principal's Council, Senior Council, Student Government, Virtual Enterprise Competition",14,"Baseball, Basketball, Bowling, Cross Country, Handball, Indoor Track, Outdoor Track, Volleyball, Wrestling",9,"Basketball, Bowling, Cross Country, Handball, Indoor Track, Outdoor Track, Softball, Tennis, Volleyball & JV Volleyball",9,,0
02M529,Jacqueline Kennedy Onassis High School,Manhattan,M486,120 West 46th Street,Manhattan,NY,10036,40.75776,-73.98319,212-391-0041,8:00 AM,3:00 PM,676,3.60%,21.30%,70.10%,4.00%,418,422,415,53.80%,Spanish,1,,0,"Biology, Calculus AB, English Language and Composition, English Literature and Composition, Spanish Literature and Culture, United States History, World History",7,,0,"Art Exhibitions, Community Service, Dance, Debate, Journalism, Math, Model UN, Musical Performances, National Honor Society (NHS), Peer Mediation, Peer Tutoring, Science Fair, Teen Awareness, Theatrical Performances, Upward Bound and REACH Program for Advanced Placement, Yearbook",16,Basketball,1,,0,,0
02M531,Repertory Company High School for Theatre Arts,Manhattan,M896,123 West 43rd Street,Manhattan,NY,10036,40.75594,-73.98457,212-382-1875,8:15 AM,3:30 PM,246,8.50%,37.40%,50.40%,1.60%,425,451,458,89.50%,Spanish,1,,0,"Biology, Calculus AB, English Literature and Composition, Music Theory, World History",5,Spanish Language and Culture,1,"Annual Fall Musical Production, Career Development, Chorus, Creative Writing, Dance Rep Co., Repertory Ensemble, Spring Play Production, Student Council, Penguin Report, Theatre Ensemble, Yearbook, Debate Team",12,,0,,0,,0
02M533,Union Square Academy for Health Sciences,Manhattan,M460,40 Irving Place,Manhattan,NY,10003,40.73552,-73.9876,212-253-3110,8:00 AM,3:49 PM,319,4.70%,20.10%,56.70%,16.00%,,,,,"French, Spanish",2,,0,"Biology, Calculus AB, English Language and Composition, English Literature and Composition, Physics B, United States History",6,,0,"More than twenty campus clubs offered, including cooking, gaming and basketball",3,"Baseball, Basketball & JV Basketball, Handball, JV Basketball, Soccer, Volleyball",6,"Basketball, Lacrosse, Softball, Volleyball",4,,0
02M534,Harvest Collegiate High School,Manhattan,M883,34 West 14th Street,Manhattan,NY,10011,40.73676,-73.99551,212-242-3384,8:20 AM,3:17 PM,333,16.80%,22.20%,52.30%,6.90%,,,,,Spanish,1,,0,"Art History, Biology, Calculus AB, Chemistry, English Language and Composition, English Literature and Composition, Environmental Science, Spanish Language and Culture, Statistics",9,,0,"Robotics, Sailing and Boatbuilding, Theater and Musical Theater, Ambassadors, Art, Chess, Cooking, Dance Team, Fairness, Jazz Band, Filmmaking, GSX, Girls' Group, Boys' Group, Math Team, Model UN, Outdoor Adventure, Peer Counselors, Photography, Principal's Book Club, SAT Prep, Step Team, Student Government, T'ai Chi, Writing Center, Workout, Yoga",27,"Baseball, Basketball, Handball, Soccer, Volleyball",5,"Handball, Soccer, Softball, Volleyball & JV Volleyball",4,,0
